No.;Gender;Age;Secundary education;Graduation;First education;Specialization of first education;Second education;Specialization of second education;Third education;Specialization of third education;Total work experience;Experience in public administration;Experience in a municipal institution;Experience in the private sector;Experience in an international organization;Experience relevant to the job role;Native language;Ministry;The industry;Position group;Position;Decision;Year of publication;Duties of the position;Job requirements;Institutions
873;S;1986;n/a;n/a;Koledžas izglītība;Speciālists policijas darbā;Bakalaurs;Jurists;n/a;n/a;2009;Jā;Jā;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
874;S;1980;n/a;n/a;Bakalaurs (profesionālais grāds);Sabiedrisko attiecību menedžeris;n/a;n/a;n/a;n/a;1999;Nē;Nē;Jā;Nē;2;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
875;S;1977;n/a;n/a;Bakalaurs (profesionālais grāds);Finanšu sektora, uzņēmuma un iestāžu vadītājs;n/a;n/a;n/a;n/a;2003;Nē;Nē;Jā;Nē;0;RU;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
876;S;1990;n/a;n/a;Bakalaurs (profesionālais grāds);Uzņēmējdarbības vadītājs;n/a;n/a;n/a;n/a;2008;Nē;Nē;Jā;Nē;0;n/a;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
877;V;1979;n/a;n/a;Koledžas izglītība;Policists;n/a;n/a;n/a;n/a;2001;Jā;Nē;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
878;S;1968;n/a;n/a;Akadēmiskā augstākā izglītība;Skolotājs;n/a;n/a;n/a;n/a;1997;Jā;Jā;Nē;Nē;26;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
879;S;1989;n/a;n/a;Bakalaurs (profesionālais grāds);Juriskonsults;n/a;n/a;n/a;n/a;2014;Jā;Jā;Nē;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
880;S;1977;n/a;n/a;Akadēmiskā augstākā izglītība;Jurists;n/a;n/a;n/a;n/a;2000;Jā;Nē;Jā;Nē;18;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
881;S;2000;n/a;n/a;Bakalaurs;Tiesību zinātnes;n/a;n/a;n/a;n/a;0;Nē;Nē;Nē;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
882;S;1996;n/a;n/a;Bakalaurs (profesionālais grāds);Skolotājs;n/a;n/a;n/a;n/a;2023;Jā;Nē;Nē;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
883;S;1979;n/a;n/a;Bakalaurs;Ekonomika;n/a;n/a;n/a;n/a;1999;Nē;Jā;Nē;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
884;V;1988;n/a;n/a;Bakalaurs (profesionālais grāds);Restorānu un viesnīcu vadītājs;n/a;n/a;n/a;n/a;2013;Jā;Nē;Jā;Nē;0;n/a;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
885;S;1972;n/a;n/a;Bakalaurs (profesionālais grāds);Ekonomists;n/a;n/a;n/a;n/a;1997;Nē;Nē;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
886;S;1982;n/a;n/a;Bakalaurs;Ekonomists;n/a;n/a;n/a;n/a;2005;Jā;Nē;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
887;S;1991;n/a;n/a;Bakalaurs (profesionālais grāds);Uzņēmuma un iestāžu vadītājs;n/a;n/a;n/a;n/a;2013;Nē;Nē;Jā;Nē;5;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;izvēlēts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
888;S;1989;n/a;n/a;Bakalaurs (profesionālais grāds);Sporta skolotājs;Maģistrs (akadēmiskais grāds);Pedagoģijā;n/a;n/a;2014;Nē;Jā;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
889;V;1981;n/a;n/a;Koledžas izglītība;Jurista palīgs;n/a;n/a;n/a;n/a;2001;Jā;Nē;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
890;S;1980;n/a;n/a;Bakalaurs (profesionālais grāds);Uzņēmējdarbības vadītājs;n/a;n/a;n/a;n/a;2002;Nē;Nē;Jā;Nē;0;RU;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
891;S;n/a;Profesionālā vidējā izglītība;2012;Koledžas izglītība;Banku speciālists;Bakalaurs;Uzņēmējdarbības vadība;n/a;n/a;2012;Nē;Nē;Jā;Nē;0;LV;FM;Pamata funkcijas veicējs;Politikas ieviešana;Vecākais muitas eksperts;noraidīts;2023;"Sniegt atbalstu kinologu darba organizēšanā (t.sk. koordinēt kinologu darba grafika sastādīšanu); Uzskaitīt kinologu darba laiku; Koordinēt sadarbību ar citām VID struktūrvienībām, Latvijas Republikas tiesībaizsardzības iestādēm un ārvalstu muitas dienestiem muitas noteikumu pārkāpumu atklāšanas un novēršanas jomā; Sagatavot pārskatus u.c.";"Vismaz pirmā līmeņa profesionālā augstākā (koledžas) izglītība; Prasme strādāt paaugstinātas intensitātes apstākļos, ar liela apjoma un daudzveidīgu informāciju, prasme to analizēt;  Pamatprasmes darbā ar MS Word un MS Excel; Nevainojama reputācija; atbilstība likuma “Par Valsts ieņēmumu dienestu” 17.panta pirmās daļas un Valsts civildienesta likuma 7.panta prasībām.";State Revenue Service
892;S;n/a;n/a;n/a;Bakalaurs;Ekonomists;Maģistrs;Tiesību zinātnes;n/a;n/a;1994;Jā;Jā;Jā;Nē;3;LV;TM;Iepirkumi ;Atbalsta funkciju veicējs;Jurists;noraidīts;2023;"Izstrādāt privāto tiesību līgumu projektus un organizēt to parakstīšanu; Izvērtēt publisko tiesību līgumu projektus, struktūrvienību iesniegto priekšlikumu iepirkumu un zemsliekšņa iepirkumu plānam atbilstību normatīvo aktu prasībām un iesniegt tos apstiprināšanai, kā arī publicēt Elektronisko iepirkumu sistēmā; izstrādāt tipveida līguma projektus vai piedalīties to izstrādē; Piedalīties publisko iepirkumu komisiju darbā un protokolēt komisiju sēdes; Sagatavot rīkojumu projektus par publisko iepirkumu komisiju izveidi, publicēt publisko iepirkumu dokumentāciju; Sagatavot paziņojumus un atbildes Iepirkumu uzraudzības birojam un attiecīgās iepirkuma procedūras kandidātiem vai pretendentiem.";"Atbilst Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība tiesību zinātnē ar jurista kvalifikāciju; Pieredze jurista darbā vai darbā tiesu sistēmā, vēlama pieredze publisko iepirkumu jomā, zināšanas normatīvo aktu publisko iepirkumu un līgumu izstrādes jomā (pieredze publisko iepirkumu jomā tiks uzskatīta par priekšrocību); Zināšanas normatīvo aktu publisko iepirkumu un līgumu izstrādes jomā un juridisko dokumentu izstrādāšanā un noformēšanā; Labas prasmes darbā ar Microsoft Office programmu; Prasme publiski runāt un pārliecinoši argumentēt savu viedokli; Prasmes apkopot un analizēt liela apjoma informāciju; Patīk darbs komandā, esi atsaucīgs un ar iniciatīvu.";State Land Service
893;S;1980;n/a;n/a;Bakalaurs (profesionālais grāds);Jurists;Maģistrs (profesionālais grāds);Jurists;n/a;n/a;2003;Jā;Jā;Nē;Nē;10;LV;TM;Iepirkumi ;Atbalsta funkciju veicējs;Jurists;izvēlēts;2023;"Izstrādāt privāto tiesību līgumu projektus un organizēt to parakstīšanu; Izvērtēt publisko tiesību līgumu projektus, struktūrvienību iesniegto priekšlikumu iepirkumu un zemsliekšņa iepirkumu plānam atbilstību normatīvo aktu prasībām un iesniegt tos apstiprināšanai, kā arī publicēt Elektronisko iepirkumu sistēmā; izstrādāt tipveida līguma projektus vai piedalīties to izstrādē; Piedalīties publisko iepirkumu komisiju darbā un protokolēt komisiju sēdes; Sagatavot rīkojumu projektus par publisko iepirkumu komisiju izveidi, publicēt publisko iepirkumu dokumentāciju; Sagatavot paziņojumus un atbildes Iepirkumu uzraudzības birojam un attiecīgās iepirkuma procedūras kandidātiem vai pretendentiem.";"Atbilst Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Augstākā izglītība tiesību zinātnē ar jurista kvalifikāciju; Pieredze jurista darbā vai darbā tiesu sistēmā, vēlama pieredze publisko iepirkumu jomā, zināšanas normatīvo aktu publisko iepirkumu un līgumu izstrādes jomā (pieredze publisko iepirkumu jomā tiks uzskatīta par priekšrocību); Zināšanas normatīvo aktu publisko iepirkumu un līgumu izstrādes jomā un juridisko dokumentu izstrādāšanā un noformēšanā; Labas prasmes darbā ar Microsoft Office programmu; Prasme publiski runāt un pārliecinoši argumentēt savu viedokli; Prasmes apkopot un analizēt liela apjoma informāciju; Patīk darbs komandā, esi atsaucīgs un ar iniciatīvu.";State Land Service
894;S;n/a;Vispārējā vidējā izglītība;1998;Bakalaurs;Pedagoģija;Koledžas izglītība;Tiesību zinātnes;Bakalaurs (akadēmiskais grāds);Tiesību zinātnes;2008;Jā;Nē;Jā;Nē;n/a;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;noraidīts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
895;S;n/a;Arodvidusskola;1995;Bakalaurs (profesionālais grāds);Vadības zinības;n/a;n/a;n/a;n/a;1996;Jā;Nē;Jā;Nē;n/a;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;noraidīts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
896;V;n/a;n/a;n/a;Bakalaurs;Vadības zinības;n/a;n/a;n/a;n/a;1997;Nē;Nē;Jā;Nē;n/a;LV;TM;Zemes mērniecība;Politikas ieviesējs;Vecākais metodikas eksperts;noraidīts;2023;"Izvērtēt Dienesta tīmekļa vietnē ievietotās informācijas aktualitāti un sniegt priekšlikumus tajā ietvertās informācijas papildināšanai un aktualizēšanai; Plānot, organizēt un vadīt seminārus un apmācības Dienesta struktūrvienību darbiniekiem, zemes kadastrālajā uzmērīšanā, zemes ierīcībā un ģeodēzijā sertificētām personām, kā arī valsts un pašvaldību institūcijām par departamenta struktūrvienības kompetences jautājumiem; Sniegt priekšlikumus zemes kadastrālās uzmērīšanas lietas izvērtēšanas un kvalitātes kontroles pilnveidošanai un attīstībai, ar departamenta kompetences jautājumiem saistīto Nekustamā īpašuma valsts kadastra un citu Dienesta informācijas sistēmu pilnveidošanai un attīstībai un organizēt attiecīgā programmnodrošinājuma izmaiņu akcepttestu.";"Atbilsti Valsts civildienesta likuma 7. panta pirmajā daļā noteiktajām prasībām; Otrā līmeņa profesionālā vai akadēmiskā augstākā izglītība; Zināšanas par zemes kadastrālo uzmērīšanas, zemes ierīcības un augstas detalizācijas topogrāfiskās informācijas tiesisko regulējumu un iegūšanas procesiem; Labas prasmes darbā ar MS Office programmām; Prasmes apkopot un analizēt liela apjoma informāciju; Vari pieņemt lēmumus un uzņemties atbildību; Spēj patstāvīgi plānot un organizēt savu darbu.";State Land Service
